product_name,total,reordered,ordered_once,reordered_percent
Pesto Sauce With Pine Nuts,163,79,84,48.466257668711656
Very Emollient Body Lotion - Maximum,158,33,125,20.88607594936709
Fusilli Col Buco,35,24,11,68.57142857142857
2nd Foods Nature Select Blended Fruits with Oatmeal,181,94,87,51.93370165745856
New York Cheesecake,164,45,119,27.439024390243905
Zipper Sandwich Bags,671,181,490,26.97466467958271
Old Fashioned Kettle Corn Popcorn,240,108,132,45.0
Salame Genoa,20,13,7,65.0
Simply Bake Signature Seasoning Tilapia,64,14,50,21.875
"Gum, Sugarfree, Spearmint",32,10,22,31.25
Baby Rice Cereal,139,56,83,40.28776978417266
Organic Take A Walk Mix,17,6,11,35.294117647058826
Flex 4 Four Blade Disposable Razor for Men,26,4,22,15.384615384615385
Salsa Medium,249,88,161,35.34136546184739
"Morning Burst Facial Cleanser with Bursting Beads, Oil-Free",70,19,51,27.142857142857142
"Sushi Nori, Organic Raw",4,0,4,0.0
"Fabric Conditioner, Field Flowers",48,32,16,66.66666666666666
Gold Nutrition Energy Bar Caramel Nut Blast,90,57,33,63.33333333333333
Kale,2056,1116,940,54.280155642023345
Vanilla Caramel Fudge Ice Cream,1207,668,539,55.343827671913836
Revitalizing Pear & Soy Body Wash,10,3,7,30.0
Single Serve Kona Blend Roast Medium Coffee K-Cups,67,37,30,55.223880597014926
Syrah,44,19,25,43.18181818181818
Sensitive Facial Cleanser For Dry Sensitive Skin,161,62,99,38.50931677018634
2nd Foods Organic Fruit & Grain Apple Mango with Rice & Vanilla Baby Food,3,0,3,0.0
Sweet Hawaiian Bread,20,9,11,45.0
Tequila Silver,628,271,357,43.152866242038215
Organic Italian Vegetables and Beans Soup,40,16,24,40.0
Assorted Chocolate,33,18,15,54.54545454545454
"Organic Green Chickpeas Chipotle, Black Beans Sweet Corn Meal",8,2,6,25.0
Hemp Plus Waffles,10,0,10,0.0
Root Beer,7642,4410,3232,57.70740643810521
Reduced Fat Shredded Cheddar Cheese,53,23,30,43.39622641509434
Taco Spices & Seasonings,89,36,53,40.44943820224719
Organic Smooth Peanut Butter,238,105,133,44.11764705882353
Pillsbury Funfetti Frosting,172,21,151,12.209302325581394
Mushroom Pieces & Stems No Salt Added,72,34,38,47.22222222222222
Size 2 Diapers,10,5,5,50.0
Beef Rice Mix,137,53,84,38.68613138686132
Forceflex Quick Tie 13 Gallon,27,1,26,3.7037037037037033
"Cooking Sauce, Marinara, Garlic",285,119,166,41.75438596491228
Tropical Fruit in 100% Juice,130,54,76,41.53846153846154
Organic Double Dark Chocolate Nutrition Bar,410,291,119,70.97560975609755
Apricot Kernel Oil,19,2,17,10.526315789473683
Eucalyptus & Peppermint Balancing Argan Shampoo,21,5,16,23.809523809523807
Zinc Echinacea Cherry Lozenges,32,8,24,25.0
Ultra Concentrated Original Scent Dishwashing Liquid,1288,363,925,28.183229813664596
Almond & Apricot Fruit & Nut Bars,146,53,93,36.3013698630137
Primadophilus Kids Orange Flavor Chewables,119,69,50,57.98319327731093
Apple Smoked Gruyere Cheese,257,89,168,34.63035019455253
Baking Blend,98,42,56,42.857142857142854
O.S.SFT SOLID DEOD RED ZN SPRT,14,4,10,28.57142857142857
Zesty Nacho Kale Chips,330,136,194,41.21212121212121
Coconut Straightening Shampoo,9,3,6,33.33333333333333
Turkey Sausage Bagel Sandwiches,7,3,4,42.857142857142854
White Tea and Vitamin E Antibacterial Hand Soap with Moisturizer,310,123,187,39.67741935483871
Special K Cinnamon Pecan Cereal,174,72,102,41.37931034482759
Cheese Grater,10,0,10,0.0
Seriously Firming Facial Serum,22,7,15,31.818181818181817
The Amazing Egg Cholesterol Free,7,4,3,57.14285714285714
Drinking Water,5403,3327,2076,61.57690172126596
Organic Nuts And Coffee Beverage,244,188,56,77.04918032786885
Purple Heirloom Potato Chips,1022,689,333,67.41682974559687
Grape Tomato,63,19,44,30.158730158730158
Colombia Ground Coffee,52,25,27,48.07692307692308
Grapefruit Holiday Box,33,15,18,45.45454545454545
Baking Chopped Pecans,724,197,527,27.209944751381215
Real Sugar Heritage Dr.Pepper,23,15,8,65.21739130434783
Citrus Blend On The Go Disinfecting Wipes,31,13,18,41.935483870967744
Crispy Thin Crust BBQ Recipe Chicken Pizza,75,23,52,30.666666666666664
Wave ZigZag Medium Toothbrush,3,0,3,0.0
San Marzano Blend Tomato Romano,6,0,6,0.0
Paulared Apple,14,0,14,0.0
Green Tea with Mint,43,6,37,13.953488372093023
Bacon Bleu Wedge Chopped Salad,3,0,3,0.0
Enriched Hamburger Buns Sesame,209,61,148,29.1866028708134
Organic  Jerk Seasoning,38,0,38,0.0
Basil Pesto Hummus,54,23,31,42.592592592592595
Original Cookies,11,5,6,45.45454545454545
Frontier Organic Vanilla Flavoring,11,1,10,9.090909090909092
Quart Freezer Slider Bags,18,10,8,55.55555555555556
Organic Original Coconut Non-Dairy Beverage,216,142,74,65.74074074074075
Fresh Salsa,1207,666,541,55.1781275890638
Mediterranee Cappuccino Yogurt,177,82,95,46.32768361581921
Odorshield 13 Gallon Tall Kitchen Trash Bag With Febreze Freshness,426,115,311,26.995305164319248
Sea Salt Caramel,7,2,5,28.57142857142857
Capraccino Goat's Milk Ice Cream,25,9,16,36.0
Brown Sugar & Sea Salt Seaweed Snacks,74,37,37,50.0
Cookie Dough Energy Bar,60,44,16,73.33333333333333
Push Up Sherbert Pop Variety Pack,78,22,56,28.205128205128204
Pure Clover Honey,1932,947,985,49.01656314699793
Dal Tadka Lentil Stew,15,3,12,20.0
Jumbo Size For Large Bags Bag Clip,7,0,7,0.0
Turmeric Supreme Pain,15,2,13,13.333333333333334
Cocoa Roasted Almonds,89,39,50,43.82022471910113
Chopped Garlic,899,193,706,21.46829810901001
Enjoy By (MM-DD-YY) IPA,25,12,13,48.0
D.O.P San Marzano Tomatoes,21,6,15,28.57142857142857
Multipax Cardboard Applicator Unscented Tampons,113,24,89,21.238938053097346
Lactose Free Butter,11,7,4,63.63636363636363
"No. 02 Purify and Regulate Beet, Apple, Cucumber, Lime Juice",74,54,20,72.97297297297297
Tiny Capers in Salt,16,3,13,18.75
Ultra Soft & Strong Mega Rolls with Cleanstretch,11,2,9,18.181818181818183
Organic Lavenberry Puree Level 2,619,436,183,70.43618739903069
Fresh Turkey Breast,15,5,10,33.33333333333333
Natural Choice Uncured Pepperoni,8,0,8,0.0
Whole Grain Penne with Tomato & Basil Sauce,16,8,8,50.0
Raspberry Sorbet Pops,969,537,432,55.417956656346746
Citrus Gose Lager,8,1,7,12.5
Black Sport Cap 3.0 Canteen Bottle Cap,5,0,5,0.0
Raw Unsalted Sunflower Seeds,93,24,69,25.806451612903224
Aqua Body Wash,38,12,26,31.57894736842105
Organic Rockin' Rye Bread,127,63,64,49.60629921259843
Chopped Tomatoes,4238,2120,2118,50.02359603586597
Pineapple Soda,66,29,37,43.93939393939394
Organic Rubbed Sage,24,2,22,8.333333333333332
Wild Alaskan Cod Fillet,15,7,8,46.666666666666664
Mini Sesame Croccantini Artisan Crackers,107,68,39,63.55140186915887
Lemon Sparkling Mountain Spring Water,1718,1215,503,70.72176949941793
Alkalize Detox Green Super Food Single Packet,88,25,63,28.40909090909091
Organic Ginger Root Powder,56,4,52,7.142857142857142
Cream Sherry,6,0,6,0.0
Eye Cream,5,0,5,0.0
Mini Oval Food Storage Container,16,5,11,31.25
"Sesame Oil, Toasted",379,54,325,14.24802110817942
Traditional Brie Cheese,418,153,265,36.60287081339713
Indian Mattar Tofu,490,257,233,52.44897959183673
Organic Onion Powder,1768,214,1554,12.104072398190045
Toffee & Sea Salt Milk Chocolate Bar,3068,1872,1196,61.016949152542374
Original Moisture Body Lotion,64,12,52,18.75
Organic Greens & Greens Juice,740,530,210,71.62162162162163
Gluten Free Ginger Zinger Cookies,1009,503,506,49.85133795837463
Non Scratch Scrubbing Dish Cloths Gray,8,0,8,0.0
Pro-Teen Crunch Cereal,5,2,3,40.0
Healthy Request Grilled Chicken & Sausage Gumbo RTS Soup,189,76,113,40.21164021164021
Baby Reds Mashed Potatoes,4,0,4,0.0
Italian Green Beans,15,6,9,40.0
Ahoy! Sweet & Salty Caramel Chunk,3,1,2,33.33333333333333
Vegetarian Falafel Mix,12,3,9,25.0
AA Alkaline Max Batteries,127,27,100,21.25984251968504
Cajun Turkey,246,166,80,67.47967479674797
Farina Hot Cereal,28,4,24,14.285714285714285
Whole Laurel Bay Leaves,56,5,51,8.928571428571429
Lime Sparkling Water Beverage,87,35,52,40.229885057471265
Mild Shredded Cheddar Cheese,286,64,222,22.377622377622377
Tikka Masala,247,133,114,53.84615384615385
Sweet & Spicy Turkey,24,9,15,37.5
Organic Natural Creations Light in Sodium Creamy Garden Tomato Soup,445,230,215,51.68539325842697
Original Crackerbread Hearts,35,23,12,65.71428571428571
Hydro 5 Razor,18,3,15,16.666666666666664
Vanilla Artisan Granola,42,22,20,52.38095238095239
Organic Multi-grain Baby Cereal,250,116,134,46.400000000000006
Large Candle Blue Odyssey,7,3,4,42.857142857142854
Original No Salt Added Mixed Vegetables,15,7,8,46.666666666666664
OPA Greek Yogurt Roasted Pepper Dressing,12,5,7,41.66666666666667
Heavy Duty Set And Refresh Air Freshener,21,5,16,23.809523809523807
Fresh Bee Pollen Whole Granules,315,79,236,25.07936507936508
Easy Grip 9 oz. Plastic Cups,30,5,25,16.666666666666664
Pretzel Dogs Soft Pretzel Mini Beef Hot Dogs,38,8,30,21.052631578947366
Chinese-Style Extra Hot Mustard,10,1,9,10.0
Cut Broccoli,193,64,129,33.160621761658035
Soft Scrub with Bleach Cleaner Gel,64,13,51,20.3125
Dream On Caffeine Free Chamomile Flowers Tea Temples,58,23,35,39.6551724137931
Unsweetened Golden Oolong Tea,23,11,12,47.82608695652174
Medium Toothbrush,424,142,282,33.490566037735846
Organic Quinoa Flour,21,1,20,4.761904761904762
Eczema Therapy Cream,11,2,9,18.181818181818183
G Series Orange Sports Drink,72,63,9,87.5
Tropical Tango Punch Organic Juice Drink,1084,516,568,47.601476014760145
Cucumber Ranch Dressing,12,3,9,25.0
Shiraz Wine,5,1,4,20.0
Tuscan Soup,19,12,7,63.1578947368421
Ham & Cheese Croissant Sandwich,32,15,17,46.875
"Liquid Fabric Softener, Original",21,7,14,33.33333333333333
Morning Fresh Fabric Softener,251,123,128,49.00398406374502
Quinoa Puffs Sweet Chili,89,45,44,50.56179775280899
Organic Red Wine Vineger,2586,366,2220,14.153132250580047
Classic While Dinner Plates,216,125,91,57.870370370370374
Soft-Baked Ripe Strawberry Cereal Bars,1835,1119,716,60.98092643051771
Tropical Gold Chunks All Natural Pineapple,757,399,358,52.70805812417437
Diced Tomatoes In Tomato Juice,7,0,7,0.0
Ultimate Flora Womens Complete 90 Billion Capsules,87,28,59,32.18390804597701
Rustic Cut Organic Ruby Red Beets,207,49,158,23.67149758454106
"All Purpose Flour, Bleached",153,30,123,19.607843137254903
Chia Protein Bar Dark Chocolate Coconut Sea Salt,504,197,307,39.08730158730159
Four Fruits 100% Fruit Spread,434,183,251,42.16589861751152
Organic Yellow Squash,11223,6353,4870,56.606967833912506
Mild Organic Salsa,675,341,334,50.51851851851852
Ten Root Beer,54,32,22,59.25925925925925
Orange Cherry Grape Ice Pops,174,51,123,29.310344827586203
Extended-Release 12 Hour Orange Flavored Liquid Cough Relief,16,1,15,6.25
Cucumbers Makeup Remover Pads,7,0,7,0.0
Pastrami Smoked Salmon,4,0,4,0.0
Premium Size Your Own White Paper Towels - 3 CT,458,229,229,50.0
Eucalyptus Harvest Aromatherapy Mist,96,19,77,19.791666666666664
Kids 2in1 Watermelon Toothpaste & Mouthwash,210,53,157,25.238095238095237
"Sausage, Kielbasa, Polish",80,40,40,50.0
Chicken Corn Taquitos,9,2,7,22.22222222222222
Gluten Free Yankee Cornbread Mix,236,78,158,33.05084745762712
Organic Mekong Flower Jasmine Rice,18,8,10,44.44444444444444
1.5% Milkfat Grade A Pasteurized Lowfat Cottage Cheese,261,187,74,71.64750957854406
Chlorine Free Maxi Regular Feminine Pads,223,78,145,34.97757847533632
100% Pure Patchouli Essential Oil,4,0,4,0.0
"PlugIns Scented Oil Refill, Clean Linen",95,29,66,30.526315789473685
Gluten Free Wheat Free Pancake & Waffle Mix,391,205,186,52.42966751918159
Stoplight Peppers,83,25,58,30.120481927710845
Warm & Crunchy Apple Cinnamon Granola,10,3,7,30.0
Clear Spots 50 ct All One Size Value,26,6,20,23.076923076923077
"Menstrual Cup, Model 1",18,0,18,0.0
Mozzarella Flavor Veggie Shreds,34,18,16,52.94117647058824
Fajita-Style Grilled Chicken Breast Strips,408,165,243,40.44117647058824
Calcium Citrate,20,0,20,0.0
Donettes Frosted Devil's Food Mini Donuts,67,13,54,19.402985074626866
Curly Moisture Renewal Conditioner,18,5,13,27.77777777777778
Sugar Free Dry Rub Bacon,84,59,25,70.23809523809523
Cocao & Goji Chocolate Bar,37,22,15,59.45945945945946
Organic & Fair Trade Certified Earl Grey Tea Bags,109,40,69,36.69724770642202
Complete Foaming Coconut Water Antibacterial Hand Soap,216,100,116,46.2962962962963
Quick 1-Minute Oats,55,27,28,49.09090909090909
Ice Cream Chocolate Peanut Butter Cup,250,116,134,46.400000000000006
Pure Sesame Seed Oil,160,16,144,10.0
Mango Passionfruit Caffeine Free Herbal Tea Bags,26,5,21,19.230769230769234
Boneless Pork Rib Shaped Patties,12,5,7,41.66666666666667
Gluten Free Biscuit and Baking Mix,28,1,27,3.571428571428571
Milk Chocolate Caramel Bar,79,32,47,40.50632911392405
Tapioca Pudding Snack,13,7,6,53.84615384615385
Traditional Potato Broccoli & Cheese Chowder Soup,11,2,9,18.181818181818183
Tiramisu,116,62,54,53.44827586206896
Zante Currants,126,16,110,12.698412698412698
Tomato Paste Tube,51,10,41,19.607843137254903
Gjetost Cheese,83,34,49,40.963855421686745
Apple Cinnamon,316,125,191,39.55696202531646
Smooth & Cheesy Dip,230,71,159,30.869565217391305
Brownie Bite Protein Bars,29,13,16,44.827586206896555
Organic Vanilla Rice Milk,16,2,14,12.5
Sweet Maui Onion Rings,60,27,33,45.0
"Organic Apples, Purple Carrots & Blueberries with Yogurt Baby Food Purees , 3rd Foods  Crawlers",24,9,15,37.5
Spinach Dijon Salad,414,269,145,64.97584541062803
Coconut Almond Chocolate,648,212,436,32.71604938271605
Non-Pareil Capers,242,104,138,42.97520661157025
Organic Strawberry Energy Chews,148,76,72,51.35135135135135
Prime Fillet Solid White Albacore in Water,480,315,165,65.625
Superfood Cereal Maca Double Chocolate,170,100,70,58.82352941176471
Chicken Stuffed With Broccoli & Cheese,5,1,4,20.0
Meze Roasted Red Pepper Greek Yogurt Dip,11,1,10,9.090909090909092
Ranch Potato Crisps,294,130,164,44.21768707482993
Organic Apple Cider Vinegar,417,52,365,12.470023980815348
Febreze Unstoppables Spring Fabric Refreshener,18,6,12,33.33333333333333
"Platinum Action Pacs, Fresch Scent with Dawn",18,3,15,16.666666666666664
Bourbon Vanilla Bean,2,0,2,0.0
All-One Baby Unscented Pure-Castile Bar Soap,354,163,191,46.04519774011299
Organic Extra Virgin Olive Oil from Tunisia,13,8,5,61.53846153846154
India Pale Ale,4245,3102,1143,73.07420494699647
Original Fruitz Chewy Sour Candies,4,1,3,25.0
Full Clog Destroyer,173,43,130,24.85549132947977
Maximum Strength Multi-Symptom Midol Complete,45,10,35,22.22222222222222
Shaved Brussels Sprouts,423,179,244,42.31678486997636
Fruit Chews,15,2,13,13.333333333333334
Home Style Meatless Meatloaf,82,28,54,34.146341463414636
Healthy Defense Daily Moisturizer SPF 50,13,1,12,7.6923076923076925
Complete Deep Clean Soft Bristles Toothbrush,81,22,59,27.160493827160494
Dairy Free Cream Cheese Style Spread Chive & Onion,432,140,292,32.407407407407405
Organic Country Italian Artisan Bread,26,1,25,3.8461538461538463
Organic Chocolate Mint Caffeine Free Tea,2,0,2,0.0
Original Kettle Chips Multipack,6,2,4,33.33333333333333
"Fabric Softener, Free & Gentle",138,80,58,57.971014492753625
Greek Yogurt Flip Cinnabun Fun,17,6,11,35.294117647058826
Facial Toner,54,11,43,20.37037037037037
Yellowtail Pale Ale,12,5,7,41.66666666666667
Hard Cooked Eggs,2831,2069,762,73.08371600141292
Organic Riced Cauliflower,8366,4024,4342,48.09945015539087
"Giardiniera, Italian Mix",19,4,15,21.052631578947366
Green Vibrance Powder,168,78,90,46.42857142857143
Suds Cans,20,13,7,65.0
Fair Trade Organic Sweet Italian Coffee,78,35,43,44.871794871794876
"Italian Style Red Peppers, Fire Roasted Sweet Pimiento",8,2,6,25.0
Mega Stuffed Cookies,213,83,130,38.967136150234744
Dried Morella Cherries,7,1,6,14.285714285714285
Anti Nausea Liquid,5,0,5,0.0
Oil-Free Eye Makeup Remover Pads,54,14,40,25.925925925925924
"3-in-1 Laundry Detergent Pods, Fragrance Free",42,15,27,35.714285714285715
Spiral Ham,5,0,5,0.0
Italian Lemon Juice Not From Concentrate,45,7,38,15.555555555555555
"Grapes, Certified Organic, California, Black Seedless",227,80,147,35.24229074889868
Earache Drops,24,0,24,0.0
"Sausage Biscuits, Snack Size Sandwiches",247,147,100,59.51417004048582
Cheese Puffs,4517,2822,1695,62.47509408899712
Stimulant Laxative Maximum Strength Pills - 24 CT,10,4,6,40.0
"Pro-Health All-In-One Toothbrush, medium",14,2,12,14.285714285714285
Sliced Prosciutto Piccante,342,131,211,38.30409356725146
Organic Crushed Tomatoes No Salt Added,720,266,454,36.94444444444444
"Baguette, Pretzel, European Style, Butter & Sea Salt",123,72,51,58.536585365853654
Pizza Squeeze Pizza Sauce,434,143,291,32.94930875576037
Mold & Mildew Remover,97,26,71,26.804123711340207
Honey Oat Clusters Cereal,16,4,12,25.0
Tea Variety Pack,71,33,38,46.478873239436616
Cheddar Silly Sea Life Macaroni & Cheese Dinner,6,1,5,16.666666666666664
American Slices Cheese,653,362,291,55.4364471669219
Sea Salt Roasted Seaweed,3886,2672,1214,68.7596500257334
Natural Finely Shredded Triple Cheddar Cheese,1817,801,1016,44.083654375343976
SprouTofu Medium Soft,133,68,65,51.127819548872175
Sugar Free Multi-Vitamin & Mineral Gummy Bears,42,17,25,40.476190476190474
Spinning Bowl Dressing,5,1,4,20.0
Allergies Bubble Gum  Syrup,26,7,19,26.923076923076923
Sharp Yellow Cheddar,101,35,66,34.65346534653465
Real Chicken and Veggies Flavor Chew Soup Bones,18,8,10,44.44444444444444
AdvantEdge Creamy Vanilla Pure Milk Protein Powder,10,2,8,20.0
"Brussels Sprouts, Petite",116,38,78,32.758620689655174
Prosciutto & Cheese Tortelloni,24,10,14,41.66666666666667
Roasted Garlic Chicken,10,2,8,20.0
Organic RAW Fit Protein,49,24,25,48.97959183673469
Blissful Catnip Mega Cat Treats,7,2,5,28.57142857142857
Chelated Zinc 50 mg Caplets,12,1,11,8.333333333333332
Enhanced Water,375,274,101,73.06666666666666
Organic Green Tea With Pomegranate & Acai,2,0,2,0.0
Lamb & Sweet Potato Stew Recipe Dog Food,7,1,6,14.285714285714285
Crescent Rolls Original,526,190,336,36.12167300380228
Advanced Hand Sanitizer Bonus Sized Pump Aloe,241,67,174,27.800829875518673
Pickling Spice,33,0,33,0.0
Classic Peanut Butter,3828,1618,2210,42.2675026123302
Meyer Ginger Lemonade,19,9,10,47.368421052631575
Naturals Children's Sleep Melatonin Supplement,39,14,25,35.8974358974359
Milk Chocolate Coins,37,6,31,16.216216216216218
Home-Style Boneless Pork,11,5,6,45.45454545454545
Organic Molasses Unsulphured,127,11,116,8.661417322834646
Lightup Timer Toothbrushes  2-pk (Soft),42,10,32,23.809523809523807
Mint Lemonade Flavored Greens Drink Mix Pouches,6,1,5,16.666666666666664
Concentrated Bleach,162,39,123,24.074074074074073
Daily Facial Cleanser,137,31,106,22.62773722627737
Fresh Care Dispenser Flushable Cleansing Cloths,79,11,68,13.924050632911392
Raw & Unfiltered Honey,169,72,97,42.60355029585799
Allergy Relief,43,15,28,34.883720930232556
ProActive Health Sensitive Stomach with Chicken  Cat Food,3,1,2,33.33333333333333
Flax Milk Dairy Free Protein+ Unsweetened Vanilla,944,671,273,71.08050847457628
French Loaf,3375,2215,1160,65.62962962962963
Blackhead Clearing Green Tea Scrub,59,19,40,32.20338983050847
Gourmet Milk Sea Salt Escape Chocolate,34,18,16,52.94117647058824
Premium Cod Fish Sticks,231,91,140,39.39393939393939
Antioxidant Infusions Tanzania Lemonade Tea,126,83,43,65.87301587301587
100% Whole Wheat No Salt Added Matzos,64,20,44,31.25
Sinex Vapospray,35,6,29,17.142857142857142
Organic Romaine Lettuce,34874,21548,13326,61.78815163158801
Sunscreen Mineral Defense Kids SPF 30,9,1,8,11.11111111111111
Apricot Energy bar,341,206,135,60.410557184750736
Pods Spring Meadow Scent Laundry Detergent Pacs,506,168,338,33.201581027667984
"Quinoa, Sundried Tomato & Basil",3,0,3,0.0
All Occasion Napkins,107,56,51,52.336448598130836
Shredded Wheat Bite Size Cereal,79,45,34,56.9620253164557
Sweet Potato Ribbons,4,0,4,0.0
Green Tea & Bamboo Moisture Shave,22,2,20,9.090909090909092
Mild Korma Simmer Sauce,178,67,111,37.640449438202246
Snackers Seedlander,115,74,41,64.34782608695652
